id_student,code_module,code_presentation,clicks_week1,clicks_week2,clicks_week3,click_trend,days_since_last_click,assessment_click_ratio,unique_resources,registered_late,unregistered_early,num_of_prev_attempts,imd_band_enc,education_enc,final_result,result_enc,gender,age_band,region,disability,studied_credits
609969,CCC,2014J,74,31,95,21,28,0.36018957345971564,80,0,0,0,4,1,Pass,0,M,0-35,North Region,N,60
610019,CCC,2014J,66,90,254,188,29,0.43267326732673267,86,0,0,0,4,2,Pass,0,M,55<=,Yorkshire Region,N,90
610033,CCC,2014J,204,48,90,-114,10,0.4851657940663176,57,0,0,0,5,2,Distinction,0,M,0-35,South Region,N,60
610234,CCC,2014J,20,153,119,99,7,0.4253640776699029,121,0,0,1,5,3,Pass,0,M,0-35,Scotland,N,60
610279,CCC,2014J,71,7,186,115,2,0.6975308641975309,32,0,0,0,6,2,Pass,0,M,0-35,South Region,N,60
610285,CCC,2014J,15,2,207,192,152,0.5394190871369294,36,0,1,0,6,2,Withdrawn,1,M,0-35,South East Region,N,60
610287,CCC,2014J,0,0,0,0,55,0.6568627450980392,8,0,0,1,8,3,Pass,0,M,0-35,East Anglian Region,N,60
610324,CCC,2014J,11,3,0,-11,23,0.0,12,0,0,0,3,3,Fail,1,M,0-35,Scotland,N,30
610537,CCC,2014J,12,0,86,74,207,0.5537190082644629,14,0,0,0,5,2,Fail,1,M,0-35,North Western Region,N,120
610549,CCC,2014J,0,0,121,121,240,0.8359375,11,0,1,1,5,2,Withdrawn,1,M,35-55,North Western Region,N,60
610622,CCC,2014J,24,48,19,-5,236,0.4117647058823529,14,0,1,0,0,1,Withdrawn,1,F,0-35,East Midlands Region,N,210
610643,CCC,2014J,39,70,38,-1,0,0.5418569254185692,65,0,0,0,6,2,Pass,0,M,35-55,South East Region,N,60
610650,CCC,2014J,44,11,2,-42,1,0.4351145038167939,20,0,0,0,6,2,Pass,0,M,0-35,Yorkshire Region,N,90
610681,CCC,2014J,0,0,85,85,72,0.7465116279069768,28,0,0,0,8,2,Fail,1,F,0-35,South Region,N,30
610684,CCC,2014J,27,210,33,6,244,0.3224852071005917,29,0,1,0,2,1,Withdrawn,1,M,35-55,East Midlands Region,Y,60
610881,CCC,2014J,34,169,73,39,1,0.33490566037735847,88,0,0,0,5,2,Distinction,0,M,35-55,South West Region,N,60
610904,CCC,2014J,8,225,531,523,6,0.5642607443964631,86,0,0,0,1,2,Pass,0,M,0-35,South West Region,N,60
611033,CCC,2014J,0,230,43,43,73,0.5899864682002707,64,0,1,0,4,4,Withdrawn,1,M,35-55,North Region,N,30
611173,CCC,2014J,2,46,36,34,6,0.5801282051282052,19,0,0,1,9,2,Pass,0,F,0-35,South East Region,N,60
611255,CCC,2014J,232,337,34,-198,0,0.19586530264279625,98,0,0,0,4,2,Pass,0,M,35-55,Ireland,N,60
611407,CCC,2014J,40,24,96,56,28,0.6774774774774774,49,0,0,0,9,2,Pass,0,M,0-35,South Region,N,30
611417,CCC,2014J,1428,756,521,-907,0,0.6391054877151685,114,0,0,0,4,1,Pass,0,F,35-55,North Region,N,60
611465,CCC,2014J,0,0,0,0,269,0.0,0,0,1,1,7,1,Withdrawn,1,M,0-35,Yorkshire Region,N,120
611520,CCC,2014J,0,0,0,0,269,0.0,0,0,1,0,6,2,Withdrawn,1,M,0-35,North Western Region,N,180
611542,CCC,2014J,74,249,118,44,5,0.5419799498746867,88,0,0,0,4,2,Pass,0,M,0-35,North Region,Y,60
611593,CCC,2014J,67,49,35,-32,26,0.5498281786941581,68,0,0,0,9,4,Distinction,0,M,35-55,South Region,N,60
611813,CCC,2014J,6,73,192,186,4,0.2918918918918919,89,0,0,0,1,1,Distinction,0,M,35-55,South Region,N,60
611852,CCC,2014J,0,0,0,0,235,0.0,1,0,1,0,1,2,Withdrawn,1,M,0-35,London Region,N,60
612127,CCC,2014J,0,10,120,120,125,0.6775510204081633,17,0,1,1,7,2,Withdrawn,1,M,0-35,West Midlands Region,N,30
612177,CCC,2014J,0,0,60,60,31,0.5866510538641686,30,0,0,0,7,3,Pass,0,M,0-35,Scotland,N,60
612179,CCC,2014J,3,7,83,80,28,0.48008849557522126,42,0,0,0,3,3,Pass,0,F,0-35,Scotland,N,60
612183,CCC,2014J,143,151,267,124,6,0.2759319286871961,92,0,0,0,8,2,Pass,0,M,35-55,Scotland,N,60
612187,CCC,2014J,12,0,108,96,29,0.446676970633694,49,0,0,0,7,3,Pass,0,M,0-35,Scotland,N,60
612283,CCC,2014J,26,1,12,-14,202,0.16447368421052633,35,0,1,0,1,1,Withdrawn,1,F,0-35,Scotland,N,30
612327,CCC,2014J,110,228,53,-57,8,0.424720831728918,127,0,0,0,5,2,Pass,0,M,0-35,South West Region,N,30
612439,CCC,2014J,21,8,153,132,237,0.625,18,0,0,0,2,3,Fail,1,M,0-35,Wales,N,60
612449,CCC,2014J,49,113,53,4,239,0.12526539278131635,64,0,1,0,6,2,Withdrawn,1,M,35-55,East Anglian Region,N,60
612568,CCC,2014J,9,2,123,114,183,0.6175115207373272,20,0,1,0,0,2,Withdrawn,1,F,35-55,Ireland,N,60
612798,CCC,2014J,22,605,486,464,26,0.7424793388429752,84,0,0,0,8,3,Pass,0,F,0-35,Scotland,N,90
612860,CCC,2014J,54,100,64,10,26,0.6134228187919463,45,0,0,1,5,2,Pass,0,M,0-35,South Region,N,120
613122,CCC,2014J,294,80,55,-239,29,0.10552451893234016,142,0,0,0,3,3,Fail,1,M,35-55,North Western Region,N,60
613237,CCC,2014J,293,236,172,-121,5,0.16108545034642033,108,0,0,0,1,2,Pass,0,M,35-55,Scotland,N,30
613370,CCC,2014J,130,84,12,-118,14,0.4887005649717514,96,0,0,0,8,2,Distinction,0,M,35-55,South East Region,N,60
613644,CCC,2014J,0,0,112,112,208,0.743801652892562,14,0,1,0,4,2,Withdrawn,1,M,0-35,South West Region,N,60
613667,CCC,2014J,81,343,226,145,6,0.7537128712871287,43,0,0,0,5,2,Pass,0,M,0-35,West Midlands Region,N,60
613806,CCC,2014J,82,196,117,35,28,0.593878042901904,106,0,0,0,9,3,Distinction,0,M,0-35,East Anglian Region,N,30
613954,CCC,2014J,61,149,268,207,23,0.4076782449725777,96,0,0,0,7,1,Distinction,0,M,0-35,Scotland,N,60
614265,CCC,2014J,77,15,182,105,8,0.3531746031746032,96,0,0,1,5,1,Pass,0,M,35-55,South Region,Y,60
614300,CCC,2014J,26,294,6,-20,28,0.7741251325556734,70,0,0,0,2,2,Pass,0,M,0-35,East Midlands Region,N,60
614458,CCC,2014J,282,65,213,-69,4,0.37378879947446214,119,0,0,0,3,2,Distinction,0,F,35-55,Scotland,N,60
614623,CCC,2014J,0,0,0,0,269,0.0,0,0,1,0,1,2,Withdrawn,1,M,0-35,East Midlands Region,N,120
614761,CCC,2014J,13,189,31,18,123,0.2997393570807993,33,0,1,0,4,1,Withdrawn,1,M,0-35,West Midlands Region,N,60
614804,CCC,2014J,37,14,5,-32,24,0.8076271186440678,34,0,0,1,0,2,Pass,0,M,0-35,Scotland,Y,60
615075,CCC,2014J,143,52,73,-70,13,0.23918799646954986,53,0,0,0,3,2,Distinction,0,M,0-35,East Anglian Region,N,60
615225,CCC,2014J,0,0,0,0,269,0.0,0,0,1,0,8,1,Withdrawn,1,F,0-35,East Midlands Region,N,90
615241,CCC,2014J,44,2,29,-15,29,0.514161220043573,48,0,0,0,9,2,Distinction,0,M,0-35,Yorkshire Region,N,60
615242,CCC,2014J,10,1,37,27,113,0.08823529411764706,37,0,0,0,0,1,Fail,1,M,0-35,East Anglian Region,N,30
615426,CCC,2014J,0,0,0,0,269,0.0,0,0,1,0,6,1,Withdrawn,1,M,0-35,East Midlands Region,N,180
616386,CCC,2014J,138,407,394,256,1,0.6330436972673467,109,0,0,0,1,1,Pass,0,M,35-55,East Midlands Region,N,60
616407,CCC,2014J,0,0,0,0,209,0.0,1,0,1,1,7,1,Withdrawn,1,M,35-55,Wales,N,60
616439,CCC,2014J,14,25,115,101,55,0.6055276381909548,45,0,0,1,5,2,Fail,1,M,0-35,East Anglian Region,N,30
616646,CCC,2014J,5,30,176,171,169,0.639344262295082,29,0,1,0,1,2,Withdrawn,1,M,0-35,East Midlands Region,N,120
616658,CCC,2014J,75,61,127,52,0,0.20868516284680338,95,0,0,0,4,1,Pass,0,M,0-35,North Region,N,30
616789,CCC,2014J,26,10,134,108,6,0.39154929577464787,70,0,0,0,8,2,Fail,1,M,0-35,London Region,N,30
616870,CCC,2014J,332,404,356,24,16,0.6840572676534822,109,0,0,0,2,1,Pass,0,M,35-55,London Region,N,60
617130,CCC,2014J,26,49,44,18,24,0.5818181818181818,39,0,0,1,9,2,Pass,0,M,0-35,Ireland,N,120
617327,CCC,2014J,0,5,34,34,112,0.015873015873015872,10,0,1,0,4,2,Withdrawn,1,F,0-35,West Midlands Region,N,60
617341,CCC,2014J,0,0,0,0,279,0.0,15,0,1,0,5,2,Withdrawn,1,F,0-35,South East Region,N,90
617418,CCC,2014J,0,0,79,79,211,0.449438202247191,17,0,0,0,2,2,Fail,1,M,0-35,North Western Region,N,30
617740,CCC,2014J,114,0,97,-17,25,0.5649913344887348,73,0,0,0,0,2,Pass,0,M,0-35,Wales,N,60
618377,CCC,2014J,0,7,0,0,174,0.0,8,0,1,0,3,2,Withdrawn,1,M,0-35,South West Region,N,60
618513,CCC,2014J,0,1,101,101,1,0.6763358778625954,52,0,0,0,9,2,Fail,1,M,0-35,Yorkshire Region,N,60
618590,CCC,2014J,0,0,29,29,133,0.6770833333333334,10,0,0,1,6,2,Fail,1,M,0-35,South Region,Y,60
618649,CCC,2014J,27,48,44,17,8,0.48402948402948404,57,0,0,1,8,2,Pass,0,F,0-35,South West Region,Y,60
618683,CCC,2014J,17,101,106,89,0,0.5053533190578159,129,0,0,0,9,3,Distinction,0,M,35-55,Wales,N,60
618777,CCC,2014J,58,20,149,91,3,0.4772234273318872,95,0,0,0,6,2,Distinction,0,M,0-35,South West Region,N,60
618849,CCC,2014J,316,397,171,-145,109,0.17943836268443597,51,0,1,0,0,3,Withdrawn,1,M,0-35,North Region,N,30
618865,CCC,2014J,3,0,62,59,0,0.5473251028806584,42,0,0,0,8,1,Pass,0,M,0-35,South Region,N,90
618875,CCC,2014J,22,7,78,56,6,0.20310077519379846,85,0,0,0,6,2,Fail,1,M,0-35,North Region,N,30
618982,CCC,2014J,0,0,18,18,27,0.03409090909090909,21,0,1,0,5,1,Withdrawn,1,M,0-35,South East Region,N,30
619359,CCC,2014J,0,63,0,0,10,0.675531914893617,18,0,0,0,9,3,Fail,1,M,0-35,East Anglian Region,Y,60
619380,CCC,2014J,85,10,108,23,13,0.33518312985571586,71,0,0,0,5,2,Pass,0,M,0-35,South East Region,N,30
619472,CCC,2014J,11,1,37,26,229,0.543859649122807,6,0,1,0,4,2,Withdrawn,1,F,0-35,Yorkshire Region,N,120
619503,CCC,2014J,8,56,144,136,162,0.7192982456140351,16,0,1,0,7,2,Withdrawn,1,M,0-35,North Region,N,30
619927,CCC,2014J,339,187,113,-226,12,0.699993409345548,75,0,0,0,3,1,Pass,0,M,0-35,South West Region,N,60
619928,CCC,2014J,35,49,73,38,29,0.8186215235792019,55,0,0,0,3,1,Pass,0,F,0-35,South West Region,N,60
620159,CCC,2014J,66,1,87,21,48,0.2692307692307692,22,0,0,0,5,3,Fail,1,M,35-55,South West Region,N,30
620231,CCC,2014J,68,2,176,108,0,0.3717391304347826,63,0,0,0,8,3,Pass,0,M,0-35,Scotland,N,30
620243,CCC,2014J,3,0,42,39,29,0.5612648221343873,27,0,0,1,8,1,Fail,1,M,0-35,South West Region,N,90
620369,CCC,2014J,0,0,0,0,269,0.0,0,1,0,1,3,2,Fail,1,M,0-35,Wales,N,90
620484,CCC,2014J,203,72,0,-203,21,0.2976991150442478,91,0,0,0,3,1,Fail,1,M,35-55,Scotland,N,30
620608,CCC,2014J,1,0,0,-1,264,0.0,2,0,1,0,1,2,Withdrawn,1,F,0-35,North Western Region,N,120
620652,CCC,2014J,122,14,55,-67,21,0.6954225352112676,18,0,0,0,9,3,Pass,0,M,35-55,South East Region,N,90
620716,CCC,2014J,177,124,98,-79,5,0.30070281124497994,79,0,0,0,6,1,Pass,0,M,0-35,Ireland,Y,60
620782,CCC,2014J,1,1,60,59,239,0.6103896103896104,10,0,1,0,5,2,Withdrawn,1,M,0-35,West Midlands Region,N,150
620819,CCC,2014J,29,58,133,104,245,0.26506024096385544,19,0,1,0,6,2,Withdrawn,1,M,0-35,Ireland,N,90
620897,CCC,2014J,0,0,32,32,138,0.4170124481327801,60,0,1,1,3,2,Withdrawn,1,M,0-35,London Region,N,120
621001,CCC,2014J,0,0,0,0,269,0.0,0,0,1,0,1,2,Withdrawn,1,M,0-35,London Region,N,120
621300,CCC,2014J,4,7,65,61,11,0.6565008025682183,28,0,0,1,3,2,Pass,0,M,0-35,London Region,N,60
621380,CCC,2014J,0,6,140,140,238,0.6058823529411764,13,0,1,0,2,1,Withdrawn,1,M,0-35,South Region,N,90
621414,CCC,2014J,18,59,174,156,204,0.3632887189292543,52,0,1,0,4,1,Withdrawn,1,M,35-55,North Region,N,60
621442,CCC,2014J,0,0,23,23,28,0.5449438202247191,20,0,0,0,9,1,Fail,1,M,0-35,Wales,N,60
621605,CCC,2014J,304,4,202,-102,3,0.4216232053911515,112,0,0,0,8,1,Pass,0,F,35-55,East Midlands Region,N,60
621696,CCC,2014J,76,271,167,91,4,0.25867195242814667,121,0,0,1,4,2,Pass,0,M,35-55,London Region,N,60
621699,CCC,2014J,0,0,0,0,269,0.0,0,0,1,0,5,1,Withdrawn,1,F,0-35,East Midlands Region,N,150
621884,CCC,2014J,145,127,197,52,2,0.5537399309551209,99,0,0,0,6,2,Distinction,0,F,0-35,South Region,N,90
621906,CCC,2014J,0,0,0,0,269,0.0,0,0,1,0,8,1,Withdrawn,1,M,0-35,South East Region,N,60
622015,CCC,2014J,0,0,73,73,246,0.5730337078651685,16,0,1,1,7,1,Withdrawn,1,M,0-35,Scotland,N,30
622027,CCC,2014J,0,0,28,28,48,0.6349693251533742,20,0,1,0,3,1,Withdrawn,1,M,35-55,South Region,N,90
622086,CCC,2014J,1,2,3,2,251,0.0,9,0,1,0,9,3,Withdrawn,1,M,35-55,North Western Region,N,90
622096,CCC,2014J,1,112,49,48,161,0.7923250564334086,21,0,1,0,9,1,Withdrawn,1,M,35-55,South Region,Y,60
622192,CCC,2014J,47,208,26,-21,40,0.5635103926096998,60,0,0,0,3,2,Pass,0,F,35-55,Scotland,N,60
622374,CCC,2014J,371,418,398,27,0,0.4559122767352476,118,0,0,0,6,3,Pass,0,M,35-55,North Western Region,N,60
622384,CCC,2014J,14,0,52,38,153,0.45918367346938777,16,0,0,1,8,2,Fail,1,M,0-35,Scotland,Y,90
622413,CCC,2014J,19,4,13,-6,200,0.22591362126245848,32,0,1,0,2,1,Withdrawn,1,F,0-35,South Region,N,30
622425,CCC,2014J,2,15,59,57,163,0.5202312138728323,15,0,1,0,4,2,Withdrawn,1,M,0-35,North Western Region,N,30
622541,CCC,2014J,46,9,107,61,12,0.2119205298013245,44,0,0,0,9,3,Pass,0,M,0-35,Scotland,N,60
622686,CCC,2014J,74,2,0,-74,258,0.043010752688172046,26,0,1,0,5,1,Withdrawn,1,M,0-35,South Region,N,90
622812,CCC,2014J,80,1,99,19,1,0.675198587819947,54,0,0,0,7,2,Pass,0,M,0-35,East Midlands Region,Y,30
622890,CCC,2014J,22,8,98,76,202,0.5055350553505535,21,0,1,0,6,2,Withdrawn,1,M,0-35,North Western Region,N,60
622935,CCC,2014J,28,107,246,218,0,0.4672349493873202,116,0,0,0,2,1,Pass,0,M,0-35,London Region,N,60
622972,CCC,2014J,1,1,52,51,238,0.4939759036144578,12,0,0,0,8,3,Fail,1,M,35-55,London Region,N,30
622976,CCC,2014J,106,19,147,41,12,0.1723847611029257,122,0,0,0,8,1,Pass,0,M,0-35,South East Region,N,60
623002,CCC,2014J,0,0,0,0,269,0.0,0,0,0,0,2,1,Fail,1,M,0-35,South Region,Y,60
623079,CCC,2014J,154,113,105,-49,251,0.082687338501292,11,0,1,0,5,1,Withdrawn,1,M,0-35,South West Region,N,60
623100,CCC,2014J,67,168,17,-50,28,0.7022569444444444,85,0,0,0,4,2,Distinction,0,M,0-35,London Region,N,90
623124,CCC,2014J,176,407,42,-134,4,0.8747918243754731,77,0,0,0,2,2,Pass,0,F,0-35,London Region,N,150
623221,CCC,2014J,106,2,0,-106,30,0.7841328413284133,61,0,0,0,8,1,Distinction,0,F,35-55,London Region,N,30
623407,CCC,2014J,0,210,38,38,253,0.8924302788844621,9,0,1,0,4,0,Withdrawn,1,F,0-35,East Anglian Region,N,120
623484,CCC,2014J,14,33,0,-14,0,0.8086145648312612,77,0,0,0,0,1,Distinction,0,M,0-35,Wales,N,60
623511,CCC,2014J,26,3,206,180,12,0.5566037735849056,85,0,0,1,7,3,Distinction,0,M,0-35,South Region,N,30
623523,CCC,2014J,0,0,0,0,269,0.0,0,0,1,0,5,2,Withdrawn,1,M,35-55,North Western Region,N,90
624060,CCC,2014J,341,435,356,15,0,0.10057142857142858,112,0,0,1,4,4,Distinction,0,F,35-55,North Region,N,30
624092,CCC,2014J,0,0,0,0,285,0.0,1,0,0,0,7,1,Fail,1,M,0-35,South East Region,N,30
624126,CCC,2014J,0,0,0,0,269,0.0,0,0,1,1,9,1,Withdrawn,1,M,0-35,South Region,N,90
624156,CCC,2014J,12,99,174,162,5,0.4120436225699384,56,0,0,0,0,2,Fail,1,M,0-35,West Midlands Region,N,60
624209,CCC,2014J,214,54,190,-24,3,0.3712525667351129,96,0,0,0,0,2,Pass,0,M,0-35,North Western Region,N,60
624256,CCC,2014J,32,349,441,409,29,0.6285365357215551,92,0,0,0,3,2,Pass,0,F,0-35,East Anglian Region,N,150
624354,CCC,2014J,0,38,37,37,33,0.4463768115942029,57,0,0,1,5,2,Fail,1,F,0-35,South West Region,N,60
624469,CCC,2014J,0,68,64,64,250,0.5147058823529411,18,0,1,0,7,1,Withdrawn,1,M,35-55,Yorkshire Region,N,60
624493,CCC,2014J,29,65,4,-25,9,0.4676354029062087,48,0,0,0,1,1,Pass,0,M,0-35,North Western Region,N,60
624585,CCC,2014J,16,1,2,-14,253,0.0,5,0,1,0,2,1,Withdrawn,1,M,0-35,East Anglian Region,N,60
624730,CCC,2014J,0,0,13,13,209,0.5298507462686567,17,0,1,1,1,1,Withdrawn,1,M,0-35,Yorkshire Region,N,60
624789,CCC,2014J,263,463,178,-85,0,0.37029063509149623,110,0,0,0,0,3,Pass,0,M,0-35,Scotland,Y,60
624860,CCC,2014J,50,91,1,-49,182,0.606694560669456,19,0,1,0,0,1,Withdrawn,1,M,0-35,East Midlands Region,N,30
624927,CCC,2014J,96,1,32,-64,32,0.6519607843137255,50,0,0,0,8,3,Distinction,0,M,0-35,East Midlands Region,N,60
624957,CCC,2014J,25,1,1,-24,82,0.4575342465753425,34,0,1,0,5,1,Withdrawn,1,M,0-35,North Region,N,60
625067,CCC,2014J,28,61,160,132,28,0.5900763358778626,83,0,0,0,9,3,Pass,0,M,0-35,West Midlands Region,N,30
625078,CCC,2014J,0,0,0,0,244,0.0,1,0,1,1,0,3,Withdrawn,1,F,0-35,Wales,N,90
625098,CCC,2014J,0,0,0,0,269,0.0,0,0,0,0,3,1,Fail,1,M,0-35,East Anglian Region,N,30
625100,CCC,2014J,33,31,80,47,42,0.5313531353135313,25,0,0,0,1,1,Fail,1,F,35-55,West Midlands Region,N,60
625126,CCC,2014J,53,0,15,-38,244,0.5162790697674419,21,0,1,1,8,1,Withdrawn,1,M,0-35,North Western Region,N,90
625218,CCC,2014J,0,0,0,0,273,0.15625,7,0,1,0,9,2,Withdrawn,1,F,0-35,South Region,Y,90
625263,CCC,2014J,27,51,241,214,3,0.5181488203266787,76,0,0,0,0,3,Pass,0,F,0-35,London Region,N,30
625288,CCC,2014J,25,55,0,-25,259,0.38461538461538464,14,0,1,0,4,2,Withdrawn,1,M,0-35,East Midlands Region,N,120
625357,CCC,2014J,5,162,88,83,11,0.6985446985446986,45,0,0,0,6,1,Pass,0,M,0-35,North Western Region,N,30
625541,CCC,2014J,19,80,44,25,28,0.7068332108743571,52,0,0,0,2,1,Fail,1,M,0-35,Yorkshire Region,N,30
625928,CCC,2014J,44,0,85,41,201,0.35517241379310344,21,0,1,0,4,1,Withdrawn,1,F,0-35,North Region,N,90
626103,CCC,2014J,243,144,125,-118,2,0.39064224233061134,127,0,0,0,8,2,Pass,0,M,35-55,South East Region,N,60
626296,CCC,2014J,47,61,233,186,5,0.7083517454706142,77,0,0,1,8,1,Pass,0,M,0-35,South Region,N,60
626407,CCC,2014J,42,0,0,-42,14,0.3978328173374613,73,0,0,0,2,1,Fail,1,M,0-35,South East Region,N,60
626417,CCC,2014J,13,0,7,-6,4,0.7412731006160165,42,0,0,1,8,1,Pass,0,M,0-35,Wales,N,60
626463,CCC,2014J,12,0,66,54,3,0.5691699604743083,26,0,0,0,8,2,Pass,0,M,0-35,East Anglian Region,Y,120
626519,CCC,2014J,6,0,112,106,5,0.6404096100827097,82,0,0,0,7,2,Pass,0,M,0-35,London Region,N,30
626625,CCC,2014J,574,479,224,-350,55,0.7759175788795879,39,0,0,1,5,2,Fail,1,M,0-35,Scotland,N,30
626753,CCC,2014J,0,0,0,0,163,0.03278688524590164,18,0,1,0,0,2,Withdrawn,1,M,0-35,North Region,N,60
626757,CCC,2014J,220,214,81,-139,4,0.5339160839160839,90,0,0,0,5,2,Pass,0,M,0-35,Yorkshire Region,N,30
626768,CCC,2014J,49,129,131,82,182,0.3632694248234107,49,0,1,0,4,2,Withdrawn,1,M,35-55,London Region,Y,30
626878,CCC,2014J,2,109,31,29,2,0.5315126050420168,50,0,0,0,5,2,Fail,1,M,0-35,South West Region,N,60
627184,CCC,2014J,10,4,201,191,28,0.484375,56,0,0,0,1,2,Fail,1,M,0-35,North Western Region,N,30
627283,CCC,2014J,55,321,122,67,11,0.7562366357804704,53,0,0,0,0,2,Pass,0,M,0-35,North Western Region,N,120
627290,CCC,2014J,0,0,18,18,12,0.2857142857142857,8,0,0,0,8,1,Fail,1,M,0-35,South East Region,N,30
627295,CCC,2014J,4,57,353,349,233,0.5785714285714286,29,0,1,0,1,1,Withdrawn,1,M,0-35,North Western Region,Y,120
627401,CCC,2014J,73,79,0,-73,28,0.602803738317757,31,0,0,0,4,3,Distinction,0,M,0-35,London Region,N,60
627417,CCC,2014J,40,116,4,-36,3,0.31474296799224055,106,0,0,0,4,4,Pass,0,F,0-35,Ireland,N,60
627450,CCC,2014J,107,294,62,-45,11,0.2875739644970414,77,0,0,0,4,1,Fail,1,M,0-35,North Region,N,30
627471,CCC,2014J,26,276,69,43,27,0.596995596995597,104,0,0,0,5,1,Pass,0,F,0-35,Scotland,N,30
627527,CCC,2014J,6,0,86,80,28,0.6676646706586826,25,0,0,0,7,2,Pass,0,M,0-35,South West Region,Y,120
627581,CCC,2014J,13,7,90,77,231,0.3412698412698413,16,0,1,0,1,1,Withdrawn,1,M,35-55,South West Region,Y,90
627599,CCC,2014J,17,0,81,64,245,0.7304964539007093,14,0,1,0,8,2,Withdrawn,1,M,0-35,South East Region,N,30
627947,CCC,2014J,16,188,3,-13,202,0.6767515923566879,34,0,1,1,2,2,Withdrawn,1,F,35-55,South Region,N,60
628008,CCC,2014J,1,10,49,48,245,0.4307692307692308,8,0,1,0,2,1,Withdrawn,1,M,0-35,South East Region,N,60
628034,CCC,2014J,15,249,183,168,0,0.5112306232204998,120,0,0,0,4,3,Pass,0,F,55<=,North Region,N,60
628114,CCC,2014J,25,3,148,123,0,0.7779237844940867,71,0,0,0,7,2,Pass,0,M,0-35,Scotland,N,30
628216,CCC,2014J,16,6,113,97,28,0.5017361111111112,68,0,0,0,9,1,Pass,0,M,0-35,South East Region,Y,60
628300,CCC,2014J,10,128,0,-10,28,0.49372384937238495,31,0,0,0,4,2,Pass,0,M,0-35,East Anglian Region,N,60
628361,CCC,2014J,225,211,182,-43,0,0.20975311160987553,114,0,0,0,6,3,Distinction,0,M,35-55,Scotland,N,60
628376,CCC,2014J,0,0,58,58,34,0.4879518072289157,32,0,0,0,4,3,Pass,0,M,0-35,Scotland,N,60
628407,CCC,2014J,65,0,58,-7,28,0.3153846153846154,94,0,0,0,5,1,Pass,0,M,0-35,West Midlands Region,N,60
628480,CCC,2014J,72,102,65,-7,241,0.6224489795918368,19,0,1,0,7,1,Withdrawn,1,M,0-35,West Midlands Region,N,90
628618,CCC,2014J,1,1,42,41,52,0.7903225806451613,15,0,0,0,6,2,Fail,1,M,0-35,South West Region,N,30
628706,CCC,2014J,6,11,27,21,203,0.2937062937062937,15,0,1,0,6,2,Withdrawn,1,M,0-35,South East Region,Y,150
628717,CCC,2014J,0,7,144,144,112,0.6236702127659575,47,0,1,0,3,2,Withdrawn,1,M,0-35,London Region,N,180
628720,CCC,2014J,15,6,154,139,240,0.7222222222222222,15,0,1,0,8,2,Withdrawn,1,M,0-35,East Anglian Region,N,60
628777,CCC,2014J,0,95,70,70,28,0.4672897196261682,62,0,0,0,5,2,Pass,0,M,0-35,London Region,N,30
628803,CCC,2014J,195,0,8,-187,161,0.4375,22,0,1,1,2,2,Withdrawn,1,M,35-55,London Region,N,180
628806,CCC,2014J,11,20,19,8,253,0.39655172413793105,12,0,1,0,5,2,Withdrawn,1,M,0-35,South Region,N,60
628846,CCC,2014J,14,90,218,204,1,0.5172697368421053,57,0,0,1,7,2,Pass,0,M,0-35,South West Region,N,180
628910,CCC,2014J,30,1,201,171,1,0.37772539776075426,115,0,0,0,6,2,Pass,0,M,0-35,London Region,N,30
629014,CCC,2014J,0,0,0,0,269,0.0,0,0,1,0,3,1,Withdrawn,1,F,35-55,South East Region,N,90
629056,CCC,2014J,5,28,102,97,93,0.4074074074074074,38,0,1,1,0,1,Withdrawn,1,M,0-35,Wales,Y,60
629096,CCC,2014J,81,305,94,13,125,0.44511278195488724,49,0,0,0,4,1,Fail,1,M,0-35,West Midlands Region,N,60
629400,CCC,2014J,0,0,0,0,269,0.0,0,0,1,0,9,2,Withdrawn,1,M,0-35,Scotland,N,90
629405,CCC,2014J,72,285,131,59,2,0.7683215130023641,81,0,0,0,0,2,Pass,0,M,0-35,London Region,N,60
629523,CCC,2014J,390,176,393,3,0,0.4239347234814143,86,0,0,0,4,1,Distinction,0,F,0-35,East Anglian Region,N,60
629535,CCC,2014J,0,27,130,130,28,0.6290849673202614,39,0,0,0,1,3,Fail,1,M,0-35,East Midlands Region,N,60
629560,CCC,2014J,66,84,8,-58,109,0.5427769985974754,50,0,1,1,4,1,Withdrawn,1,F,0-35,North Western Region,N,60
629607,CCC,2014J,0,40,86,86,9,0.31435257410296413,79,0,0,0,0,1,Pass,0,M,35-55,Scotland,N,60
629692,CCC,2014J,20,89,126,106,0,0.5224529212940608,76,0,0,1,1,2,Distinction,0,M,0-35,North Western Region,N,60
629696,CCC,2014J,1,0,1,0,28,0.8696524064171123,35,0,0,1,8,3,Distinction,0,M,0-35,Wales,N,60
629748,CCC,2014J,4,0,265,261,203,0.4144736842105263,15,0,1,0,8,2,Withdrawn,1,F,0-35,East Anglian Region,N,90
629822,CCC,2014J,1,24,33,32,230,0.29069767441860467,15,0,1,0,8,1,Withdrawn,1,M,0-35,East Anglian Region,Y,60
630013,CCC,2014J,27,94,42,15,9,0.3088356729975227,80,0,0,0,4,2,Fail,1,M,0-35,West Midlands Region,N,60
630073,CCC,2014J,3,82,59,56,163,0.6841004184100419,30,0,1,0,0,3,Withdrawn,1,M,0-35,Scotland,N,90
630165,CCC,2014J,29,18,137,108,174,0.3070063694267516,29,0,1,0,9,2,Withdrawn,1,M,0-35,North Region,N,30
